423
time,lat,lon,elevation,accuracy,bearing,speed,satellites,provider,hdop,vdop,pdop,geoidheight,ageofdgpsdata,dgpsid,activity,battery,annotation
2017-09-08T14:36:56.000Z,60.396470,5.328405,14.5,2.1,64.19,1.3830587,16,gps,0.76,0.71,1.04,,,,,91.0,
2017-09-08T14:37:07.000Z,60.396477,5.328700,18.2,2.3,340.64,2.635378,16,gps,0.76,0.71,1.04,,,,TILTING,91.0,
2017-09-08T14:37:18.000Z,60.396675,5.328578,21.8,2.5,113.04,1.8540294,16,gps,0.76,0.71,1.04,,,,,91.0,
2017-09-08T14:37:29.000Z,60.396567,5.328963,25.5,2.8,40.36,2.7434695,16,gps,,,,,,,,91.0,
2017-09-08T14:37:40.000Z,60.396795,5.328773,28.3,2.6,331.63,2.9905362,16,gps,0.78,1.02,1.28,,,,,91.0,
2017-09-08T14:37:51.000Z,60.397005,5.328647,29.6,2.5,28.45,0.9604717,16,gps,0.78,1.02,1.28,,,,,91.0,
2017-09-08T14:38:02.000Z,60.396887,5.328925,32.0,2.6,135.05,2.0233731,16,gps,0.78,1.01,1.28,,,,,91.0,
2017-09-08T14:38:13.000Z,60.396982,5.329027,34.8,2.5,331.96,2.4027233,16,gps,0.78,1.01,1.28,,,,,91.0,
2017-09-08T14:38:24.000Z,60.396967,5.329265,37.1,2.6,99.29,1.376882,15,gps,0.78,0.73,1.06,,,,,91.0,
2017-09-08T14:38:35.000Z,60.397152,5.329142,41.2,2.3,328.52,2.3363242,15,gps,0.78,0.73,1.06,,,,,91.0,
2017-09-08T14:38:46.000Z,60.397115,5.329382,46.5,2.7,139.88,2.3759577,15,gps,0.78,1.01,1.27,,,,,91.0,
2017-09-08T14:38:57.000Z,60.396922,5.329680,51.3,2.5,144.96,2.1731572,16,gps,0.78,1.01,1.27,,,,,91.0,
2017-09-08T14:39:08.000Z,60.396802,5.330023,56.5,2.4,66.6,2.0192552,16,gps,0.76,0.71,1.04,,,,,91.0,
2017-09-08T14:39:19.000Z,60.396972,5.329793,53.4,2.4,328.64,3.8866675,16,gps,0.78,1.01,1.27,,,,,91.0,
2017-09-08T14:39:30.000Z,60.397345,5.329407,53.2,2.3,338.47,3.6921024,16,gps,0.77,1.01,1.27,,,,ON_BICYCLE,91.0,
2017-09-08T14:39:41.000Z,60.397637,5.329113,56.5,2.2,318.01,2.9972274,16,gps,0.77,1.00,1.27,,,,,91.0,
2017-09-08T14:39:52.000Z,60.397582,5.329347,59.7,2.2,141.61,3.239147,16,gps,0.77,1.00,1.27,,,,,91.0,
2017-09-08T14:40:02.000Z,60.397347,5.329790,62.8,2.2,141.61,3.583496,16,gps,,,,,,,,91.0,
2017-09-08T14:40:13.000Z,60.397075,5.330393,64.1,2.3,87.61,4.0163774,16,gps,0.77,1.00,1.26,,,,,91.0,
2017-09-08T14:40:24.000Z,60.397265,5.330867,64.5,2.5,37.24,2.5705228,16,gps,0.77,1.00,1.26,,,,,91.0,
2017-09-08T14:40:35.000Z,60.397475,5.331080,68.0,2.5,5.04,2.0799925,16,gps,0.77,1.00,1.26,,,,,91.0,
2017-09-08T14:40:46.000Z,60.397697,5.331053,74.1,2.6,354.68,2.7043505,16,gps,0.77,1.00,1.26,,,,,91.0,
2017-09-08T14:40:57.000Z,60.397945,5.330895,77.0,2.4,13.28,1.9636652,16,gps,0.77,1.00,1.26,,,,,91.0,
2017-09-08T14:41:08.000Z,60.397932,5.331190,82.2,2.5,144.33,2.088228,16,gps,0.77,0.99,1.26,,,,,91.0,
2017-09-08T14:41:19.000Z,60.397793,5.331458,90.4,2.8,143.05,1.9312378,16,gps,0.77,0.99,1.26,,,,,91.0,
2017-09-08T14:41:30.000Z,60.397672,5.331718,95.2,3.0,134.2,1.4257805,16,gps,0.77,0.99,1.26,,,,,91.0,
2017-09-08T14:41:41.000Z,60.397507,5.331918,98.5,3.1,152.54,1.8349848,16,gps,0.77,0.99,1.26,,,,,91.0,
2017-09-08T14:41:52.000Z,60.397332,5.332152,104.4,3.4,132.08,2.1010962,16,gps,0.77,0.99,1.25,,,,,91.0,
2017-09-08T14:42:03.000Z,60.397137,5.332433,110.2,3.3,146.53,2.6425838,16,gps,0.77,0.99,1.25,,,,,91.0,
2017-09-08T14:42:14.000Z,60.396985,5.332698,114.9,3.4,140.62,1.6038744,16,gps,0.77,0.99,1.25,,,,,91.0,
2017-09-08T14:42:25.000Z,60.396802,5.332990,112.7,3.4,143.11,2.0619771,16,gps,0.77,0.99,1.25,,,,,91.0,
2017-09-08T14:42:36.000Z,60.396615,5.333262,117.9,3.1,138.62,2.055286,16,gps,0.77,0.98,1.25,,,,,91.0,
2017-09-08T14:42:47.000Z,60.396433,5.333518,120.3,3.0,133.24,1.9502825,16,gps,0.77,0.98,1.25,,,,,91.0,
2017-09-08T14:42:58.000Z,60.396282,5.333848,119.7,3.0,129.94,2.0135934,16,gps,0.77,0.98,1.25,,,,,91.0,
2017-09-08T14:43:09.000Z,60.396108,5.334137,127.7,3.0,135.61,1.6517437,16,gps,0.77,0.98,1.25,,,,,91.0,
2017-09-08T14:43:20.000Z,60.395862,5.334428,119.8,3.0,97.41,2.746043,15,gps,0.90,1.35,1.62,,,,,91.0,
2017-09-08T14:43:31.000Z,60.395957,5.334558,115.9,2.9,349.27,2.6204507,15,gps,0.90,1.35,1.62,,,,,91.0,
2017-09-08T14:43:42.000Z,60.396085,5.334615,118.5,3.0,110.1,2.4310331,15,gps,0.90,1.34,1.62,,,,,91.0,
2017-09-08T14:43:53.000Z,60.395902,5.334802,121.1,3.5,175.38,1.5760795,16,gps,0.77,0.98,1.24,,,,,91.0,
2017-09-08T14:44:04.000Z,60.395717,5.334867,121.7,3.4,185.19,1.6090217,16,gps,0.77,0.97,1.24,,,,,91.0,
2017-09-08T14:44:15.000Z,60.395483,5.334853,129.8,2.9,162.44,2.4938293,16,gps,0.77,0.97,1.24,,,,,91.0,
2017-09-08T14:44:25.000Z,60.395268,5.334843,134.4,2.9,211.39,2.1469064,16,gps,,,,,,,,91.0,
2017-09-08T14:44:36.000Z,60.395018,5.334550,137.4,2.7,160.58,2.5797877,16,gps,0.77,0.97,1.24,,,,,91.0,
2017-09-08T14:44:47.000Z,60.394990,5.334977,128.5,2.4,53.92,3.1645122,16,gps,0.77,0.97,1.24,,,,,91.0,
2017-09-08T14:44:58.000Z,60.395182,5.335305,133.3,2.6,29.84,2.418165,16,gps,0.77,0.97,1.23,,,,,91.0,
2017-09-08T14:45:09.000Z,60.395305,5.335518,141.5,2.7,124.56,1.7526292,16,gps,0.77,0.97,1.23,,,,,91.0,
2017-09-08T14:45:20.000Z,60.395093,5.335527,145.9,2.6,174.69,2.273528,16,gps,0.77,0.96,1.23,,,,,91.0,
2017-09-08T14:45:31.000Z,60.394910,5.335785,148.4,2.6,143.2,2.5380952,16,gps,0.76,0.96,1.23,,,,,91.0,
2017-09-08T14:45:42.000Z,60.394718,5.336122,146.1,2.6,141.24,2.510815,16,gps,0.76,0.96,1.23,,,,,91.0,
2017-09-08T14:45:53.000Z,60.394530,5.336432,147.9,2.6,145.16,2.5525074,16,gps,0.76,0.96,1.23,,,,ON_BICYCLE,91.0,
2017-09-08T14:46:04.000Z,60.394362,5.336733,150.9,2.8,132.01,2.473755,15,gps,0.89,1.31,1.59,,,,,91.0,
2017-09-08T14:46:15.000Z,60.394397,5.337147,152.1,2.4,9.26,2.9673736,15,gps,0.89,1.31,1.58,,,,,91.0,
2017-09-08T14:46:26.000Z,60.394685,5.336867,153.5,2.6,353.54,3.5546718,15,gps,,,,,,,,91.0,
2017-09-08T14:46:37.000Z,60.394637,5.337258,152.3,2.7,149.1,3.2993693,15,gps,0.88,1.31,1.58,,,,,91.0,
2017-09-08T14:46:48.000Z,60.394423,5.337632,158.9,2.8,144.98,3.3024578,15,gps,0.88,1.30,1.58,,,,,91.0,
2017-09-08T14:46:59.000Z,60.394277,5.338017,169.3,2.7,135.71,2.6806734,16,gps,0.76,0.95,1.22,,,,,91.0,
2017-09-08T14:47:10.000Z,60.394097,5.338357,171.8,2.8,137.37,2.7903092,16,gps,0.76,0.95,1.22,,,,,91.0,
2017-09-08T14:47:21.000Z,60.393905,5.338712,173.7,2.8,132.58,2.3517659,16,gps,0.76,0.95,1.22,,,,,91.0,
2017-09-08T14:47:32.000Z,60.393753,5.339107,175.9,2.7,94.09,2.8716352,16,gps,0.76,0.95,1.22,,,,,91.0,
2017-09-08T14:47:43.000Z,60.393682,5.339567,173.1,2.4,123.9,2.5118444,16,gps,0.76,0.95,1.22,,,,,91.0,
2017-09-08T14:47:54.000Z,60.393532,5.339922,175.1,2.7,126.0,2.4825053,16,gps,0.76,0.95,1.21,,,,ON_BICYCLE,91.0,
2017-09-08T14:48:05.000Z,60.393535,5.340375,182.3,2.8,88.01,2.3579426,16,gps,0.76,0.95,1.21,,,,,91.0,
2017-09-08T14:48:16.000Z,60.393520,5.340728,184.5,2.9,114.45,2.5545664,16,gps,0.76,0.94,1.21,,,,,91.0,
2017-09-08T14:48:27.000Z,60.393410,5.341165,189.4,3.1,123.81,2.201467,16,gps,0.76,0.94,1.21,,,,,91.0,
2017-09-08T14:48:38.000Z,60.393310,5.341580,193.4,3.3,118.07,2.5633166,15,gps,0.89,0.97,1.31,,,,,91.0,
2017-09-08T14:48:49.000Z,60.393153,5.341995,191.7,3.5,145.96,2.3847082,14,gps,1.13,1.00,1.51,,,,,91.0,
2017-09-08T14:49:00.000Z,60.393003,5.342360,194.6,3.5,125.71,2.165951,14,gps,1.13,1.00,1.50,,,,,91.0,
2017-09-08T14:49:11.000Z,60.392867,5.342748,201.0,3.2,120.67,2.3147058,14,gps,1.13,0.99,1.50,,,,,91.0,
2017-09-08T14:49:22.000Z,60.392748,5.343075,207.8,3.5,129.13,1.8282933,15,gps,0.89,0.96,1.31,,,,,91.0,
2017-09-08T14:49:33.000Z,60.392635,5.343348,210.9,3.9,150.39,1.3254098,15,gps,0.89,0.96,1.31,,,,,90.0,
2017-09-08T14:49:44.000Z,60.392487,5.343677,219.9,3.7,123.61,2.3085291,14,gps,0.91,1.05,1.38,,,,,90.0,
2017-09-08T14:49:55.000Z,60.392365,5.344070,221.5,3.4,129.55,1.9616064,14,gps,0.90,1.05,1.38,,,,,90.0,
2017-09-08T14:50:06.000Z,60.392245,5.344398,225.6,3.6,157.32,1.8602061,15,gps,0.89,0.96,1.31,,,,,90.0,
2017-09-08T14:50:17.000Z,60.392068,5.344563,232.2,4.0,139.4,2.2230852,14,gps,,,,,,,,90.0,
2017-09-08T14:50:28.000Z,60.391878,5.344902,236.6,3.5,133.92,1.7227752,15,gps,0.89,0.95,1.30,,,,,90.0,
2017-09-08T14:50:39.000Z,60.391725,5.345210,236.4,3.5,137.02,1.6079922,15,gps,0.89,0.95,1.30,,,,,90.0,
2017-09-08T14:50:49.000Z,60.391602,5.345505,236.1,3.5,130.58,1.565785,16,gps,0.76,0.93,1.20,,,,,90.0,
2017-09-08T14:51:00.000Z,60.391445,5.345835,236.4,3.3,122.3,2.195805,16,gps,0.76,0.92,1.19,,,,,90.0,
2017-09-08T14:51:10.000Z,60.391300,5.346280,236.2,3.0,132.92,2.24213,16,gps,,,,,,,ON_BICYCLE,90.0,
2017-09-08T14:51:21.000Z,60.391147,5.346702,232.3,2.7,101.22,2.292058,16,gps,0.76,0.92,1.19,,,,,90.0,
2017-09-08T14:51:32.000Z,60.391087,5.347177,233.9,2.5,79.21,2.173672,16,gps,0.76,0.92,1.19,,,,,90.0,
2017-09-08T14:51:43.000Z,60.391210,5.347183,237.7,2.6,295.44,2.1263175,15,gps,0.77,1.00,1.26,,,,,90.0,
2017-09-08T14:51:54.000Z,60.391312,5.346738,239.7,2.9,293.55,2.9998012,15,gps,0.77,1.00,1.26,,,,,90.0,
2017-09-08T14:52:05.000Z,60.391467,5.346358,241.3,3.1,311.54,2.4500778,15,gps,0.77,1.00,1.26,,,,,90.0,
2017-09-08T14:52:16.000Z,60.391673,5.345938,236.6,2.9,308.61,2.7321455,15,gps,0.77,1.00,1.26,,,,,90.0,
2017-09-08T14:52:27.000Z,60.391783,5.345990,238.9,2.9,148.88,1.4885767,16,gps,0.75,0.91,1.18,,,,,90.0,
2017-09-08T14:52:38.000Z,60.391710,5.346282,242.5,3.0,117.95,2.1669805,15,gps,0.88,0.94,1.29,,,,ON_BICYCLE,90.0,
2017-09-08T14:52:49.000Z,60.391603,5.346565,247.6,3.0,126.28,1.9446206,15,gps,0.88,0.94,1.29,,,,,90.0,
2017-09-08T14:53:00.000Z,60.391517,5.347032,251.4,2.7,108.47,2.4994912,16,gps,0.75,0.91,1.18,,,,,90.0,
2017-09-08T14:53:11.000Z,60.391473,5.347515,255.6,2.6,76.23,2.3692663,15,gps,0.77,0.99,1.25,,,,,90.0,
2017-09-08T14:53:22.000Z,60.391567,5.347892,256.4,2.6,42.89,2.1613185,14,gps,0.86,1.35,1.60,,,,,90.0,
2017-09-08T14:53:33.000Z,60.391693,5.348197,260.2,2.7,49.02,1.9621211,14,gps,0.86,1.34,1.59,,,,,90.0,
2017-09-08T14:53:44.000Z,60.391840,5.348450,264.7,2.9,14.82,1.9302083,14,gps,0.86,1.34,1.59,,,,,90.0,
2017-09-08T14:54:03.000Z,60.391803,5.348278,269.2,2.8,228.28,1.8931483,14,gps,0.86,1.34,1.59,,,,,90.0,
2017-09-08T14:54:14.000Z,60.391827,5.347968,271.8,2.6,350.77,2.0238879,15,gps,0.80,1.24,1.47,,,,,90.0,
2017-09-08T14:54:25.000Z,60.392025,5.347948,274.3,2.8,351.27,2.0053577,15,gps,0.73,0.99,1.24,,,,,90.0,
2017-09-08T14:54:36.000Z,60.392237,5.347922,272.3,2.8,12.65,1.226583,15,gps,0.80,1.09,1.35,,,,,90.0,
2017-09-08T14:54:47.000Z,60.392305,5.348157,278.4,2.7,92.54,1.9430764,15,gps,0.80,1.09,1.35,,,,,90.0,
2017-09-08T14:54:58.000Z,60.392363,5.348500,280.6,2.7,48.25,1.8802803,15,gps,0.80,1.09,1.35,,,,,90.0,
2017-09-08T14:55:09.000Z,60.392490,5.348710,285.1,2.7,28.74,1.79741,15,gps,0.80,1.09,1.35,,,,ON_FOOT,90.0,
2017-09-08T14:55:20.000Z,60.392570,5.349022,287.7,2.8,98.31,1.8149105,15,gps,0.80,1.09,1.35,,,,,90.0,
2017-09-08T14:55:31.000Z,60.392523,5.349418,287.4,2.6,105.71,1.9533708,15,gps,0.80,1.09,1.35,,,,,90.0,
2017-09-08T14:55:42.000Z,60.392643,5.349635,288.5,2.7,10.66,2.6894236,15,gps,0.80,1.09,1.35,,,,,90.0,
2017-09-08T14:55:53.000Z,60.392850,5.349608,290.6,2.9,331.82,2.6286864,15,gps,0.80,1.09,1.35,,,,,90.0,
2017-09-08T14:56:04.000Z,60.392965,5.349392,291.7,3.1,294.99,1.5771089,15,gps,0.80,1.09,1.35,,,,,90.0,
2017-09-08T14:56:15.000Z,60.392962,5.349118,299.9,2.9,262.63,1.5709323,15,gps,0.80,1.09,1.35,,,,,90.0,
2017-09-08T14:56:26.000Z,60.392978,5.348745,307.6,2.8,304.14,2.4670637,16,gps,0.73,1.00,1.24,,,,,90.0,
2017-09-08T14:56:37.000Z,60.393245,5.348177,311.6,2.9,330.99,4.148146,16,gps,0.73,1.00,1.24,,,,,90.0,
2017-09-08T14:56:48.000Z,60.393413,5.347593,320.1,3.0,268.75,2.0099902,16,gps,0.73,1.00,1.24,,,,,90.0,
2017-09-08T14:56:59.000Z,60.393553,5.346808,329.5,3.0,317.32,4.2104278,16,gps,0.73,1.00,1.24,,,,,90.0,
2017-09-08T14:57:10.000Z,60.393673,5.346082,337.4,3.2,240.45,3.7996795,16,gps,0.73,1.00,1.24,,,,ON_BICYCLE,90.0,
2017-09-08T14:57:21.000Z,60.393493,5.345622,332.3,2.8,223.84,2.4027233,16,gps,0.73,1.00,1.24,,,,,90.0,
2017-09-08T14:57:31.000Z,60.393353,5.345165,316.7,2.6,269.49,2.68685,16,gps,,,,,,,,90.0,
2017-09-08T14:57:42.000Z,60.393697,5.344612,306.4,2.3,341.69,4.263959,16,gps,0.73,1.00,1.24,,,,,90.0,
2017-09-08T14:57:53.000Z,60.393960,5.344053,307.7,2.4,308.64,3.1763508,16,gps,0.73,1.00,1.24,,,,,90.0,
2017-09-08T14:58:04.000Z,60.394110,5.343653,309.2,2.5,352.52,0.5605325,16,gps,,,,,,,,90.0,
2017-09-08T14:59:35.000Z,60.394028,5.343810,314.6,2.0,125.51,4.1867504,16,gps,0.75,0.96,1.22,,,,,90.0,
2017-09-08T14:59:46.000Z,60.393608,5.344618,322.0,2.5,161.87,6.2214475,18,gps,0.63,0.79,1.01,,,,,90.0,
2017-09-08T14:59:57.000Z,60.393683,5.345378,328.6,2.9,29.87,6.7583027,18,gps,0.63,0.79,1.01,,,,,90.0,
2017-09-08T15:00:08.000Z,60.393830,5.346145,335.5,3.5,127.79,4.1666765,17,gps,0.69,0.88,1.12,,,,,90.0,
2017-09-08T15:00:19.000Z,60.393700,5.347227,343.1,3.7,88.57,6.13343,17,gps,0.69,0.88,1.12,,,,,90.0,
2017-09-08T15:00:30.000Z,60.393393,5.348352,356.6,3.6,112.19,5.0442777,17,gps,0.69,0.88,1.12,,,,,90.0,
2017-09-08T15:00:41.000Z,60.393157,5.349715,367.0,3.9,129.8,6.2214475,17,gps,0.68,0.66,0.95,,,,,90.0,
2017-09-08T15:00:52.000Z,60.392675,5.349195,375.5,3.8,227.33,7.4238386,15,gps,0.78,1.00,1.27,,,,IN_VEHICLE,90.0,
2017-09-08T15:01:03.000Z,60.392257,5.348513,384.4,3.9,183.18,4.057555,16,gps,0.75,0.96,1.22,,,,,90.0,
2017-09-08T15:01:14.000Z,60.392072,5.348592,392.6,3.8,44.46,3.4136379,16,gps,0.71,0.93,1.17,,,,,90.0,
2017-09-08T15:01:25.000Z,60.391908,5.348470,399.2,3.7,217.42,7.977165,15,gps,0.78,1.00,1.27,,,,,90.0,
2017-09-08T15:01:36.000Z,60.391707,5.347243,406.2,3.8,286.94,8.2628355,16,gps,,,,,,,,90.0,
2017-09-08T15:01:47.000Z,60.391762,5.346210,408.2,4.2,182.32,1.7932922,16,gps,0.75,0.96,1.22,,,,,90.0,
2017-09-08T15:01:58.000Z,60.391732,5.346562,391.8,3.9,128.6,7.0444884,15,gps,0.88,1.05,1.37,,,,,90.0,
2017-09-08T15:02:09.000Z,60.391422,5.347173,385.1,3.5,248.01,2.9153867,16,gps,0.77,0.73,1.06,,,,,90.0,
2017-09-08T15:02:20.000Z,60.391330,5.346017,363.8,3.8,291.54,7.583917,16,gps,0.73,0.69,1.01,,,,,90.0,
2017-09-08T15:02:31.000Z,60.391787,5.344670,358.3,4.1,303.63,7.759952,15,gps,0.88,1.06,1.37,,,,,90.0,
2017-09-08T15:02:42.000Z,60.392073,5.342538,326.8,4.2,295.03,10.808652,14,gps,1.11,1.17,1.61,,,,,90.0,
2017-09-08T15:02:53.000Z,60.392468,5.340388,307.4,4.6,285.56,7.697156,14,gps,0.93,1.09,1.44,,,,,90.0,
2017-09-08T15:03:04.000Z,60.392810,5.339798,291.8,4.5,246.37,4.0277014,15,gps,0.83,0.73,1.10,,,,ON_BICYCLE,90.0,
2017-09-08T15:03:15.000Z,60.393368,5.339213,263.3,3.8,281.52,5.5620885,15,gps,0.88,1.06,1.38,,,,,90.0,
2017-09-08T15:03:26.000Z,60.394007,5.338137,252.4,3.8,319.74,9.2408085,15,gps,0.80,0.97,1.26,,,,,90.0,
2017-09-08T15:03:37.000Z,60.394623,5.337068,235.6,3.8,283.6,4.751401,15,gps,0.78,0.70,1.05,,,,,90.0,
2017-09-08T15:03:48.000Z,60.394520,5.337007,223.8,3.3,190.54,4.517717,16,gps,0.75,0.97,1.22,,,,,90.0,
2017-09-08T15:03:59.000Z,60.394910,5.335897,219.4,3.6,312.52,9.119333,16,gps,0.75,0.97,1.22,,,,,90.0,
2017-09-08T15:04:10.000Z,60.395300,5.335278,193.2,3.6,358.49,2.393973,16,gps,0.75,0.97,1.22,,,,,90.0,
2017-09-08T15:04:21.000Z,60.395057,5.334795,190.0,3.2,271.95,3.7101178,16,gps,0.73,0.70,1.01,,,,,90.0,
2017-09-08T15:04:32.000Z,60.395482,5.334563,169.3,3.4,354.15,8.234526,16,gps,0.75,0.97,1.22,,,,,90.0,
2017-09-08T15:04:43.000Z,60.396033,5.334337,150.2,3.9,325.93,1.4685025,15,gps,0.82,0.73,1.10,,,,,90.0,
2017-09-08T15:04:54.000Z,60.395683,5.334270,137.9,3.7,319.91,1.9538856,14,gps,1.10,1.18,1.61,,,,,90.0,
2017-09-08T15:05:05.000Z,60.396315,5.333182,132.3,4.1,322.46,10.786004,14,gps,1.10,1.18,1.61,,,,,90.0,
2017-09-08T15:05:16.000Z,60.397175,5.331828,123.3,4.2,321.04,10.193044,15,gps,0.87,1.07,1.38,,,,,90.0,
2017-09-08T15:05:27.000Z,60.397912,5.331007,106.6,3.7,288.08,4.3756537,15,gps,0.87,1.07,1.38,,,,,90.0,
2017-09-08T15:05:38.000Z,60.397595,5.331063,100.7,4.0,174.82,6.2106385,14,gps,0.93,1.10,1.44,,,,,90.0,
2017-09-08T15:05:49.000Z,60.397190,5.330082,89.4,3.6,312.74,6.0768104,16,gps,0.75,0.97,1.22,,,,,89.0,
2017-09-08T15:06:00.000Z,60.397598,5.329197,71.9,3.3,298.76,1.7505703,16,gps,0.73,0.70,1.01,,,,,89.0,
2017-09-08T15:06:11.000Z,60.397230,5.329762,66.6,3.4,143.06,7.7249513,15,gps,0.82,0.73,1.10,,,,,89.0,
2017-09-08T15:06:22.000Z,60.396890,5.330307,64.8,3.6,125.75,0.0,16,gps,0.73,0.70,1.01,,,,,89.0,
2017-09-08T15:06:33.000Z,60.397225,5.329555,61.6,3.6,319.48,3.044582,16,gps,0.73,0.70,1.01,,,,,89.0,
2017-09-08T15:06:43.000Z,60.397040,5.329633,55.1,3.5,176.03,1.8236609,16,gps,0.74,0.97,1.22,,,,ON_BICYCLE,89.0,
2017-09-08T15:06:54.000Z,60.396923,5.329563,50.6,3.5,127.13,2.3008084,16,gps,,,,,,,,89.0,
2017-09-08T15:07:05.000Z,60.396958,5.329090,49.3,3.6,302.35,1.5050478,16,gps,0.74,0.97,1.22,,,,,89.0,
2017-09-08T15:07:16.000Z,60.396797,5.329295,50.2,3.7,134.51,2.7058947,16,gps,0.74,0.97,1.22,,,,,89.0,
2017-09-08T15:07:27.000Z,60.396712,5.328948,52.9,3.7,257.49,1.173052,16,gps,0.74,0.97,1.22,,,,,89.0,
2017-09-08T15:07:38.000Z,60.396642,5.328797,57.6,3.5,275.02,1.9332967,16,gps,0.73,0.70,1.01,,,,,89.0,
2017-09-08T15:07:49.000Z,60.396513,5.328402,59.5,3.3,317.8,3.2756922,16,gps,0.74,0.97,1.22,,,,ON_BICYCLE,89.0,
2017-09-08T15:08:00.000Z,60.396825,5.327645,60.2,3.2,313.96,5.431349,15,gps,0.77,1.04,1.29,,,,,89.0,
2017-09-08T15:08:11.000Z,60.397202,5.326748,57.9,3.2,310.44,5.409216,16,gps,0.71,0.97,1.20,,,,,89.0,
2017-09-08T15:08:22.000Z,60.397548,5.325792,50.2,3.3,315.63,4.9531717,17,gps,0.68,0.67,0.95,,,,,89.0,
2017-09-08T15:08:33.000Z,60.397972,5.324782,34.6,3.3,319.49,6.8056574,17,gps,0.69,0.91,1.14,,,,,89.0,
2017-09-08T15:08:43.000Z,60.398427,5.323978,28.3,3.5,325.02,5.7890806,17,gps,0.69,0.91,1.14,,,,,89.0,
2017-09-08T15:08:54.000Z,60.398943,5.323593,24.6,3.2,351.03,5.223401,17,gps,0.69,0.91,1.14,,,,,89.0,
2017-09-08T15:09:05.000Z,60.399495,5.323428,19.7,3.3,334.3,5.909526,16,gps,0.71,0.97,1.21,,,,,89.0,
2017-09-08T15:09:16.000Z,60.399955,5.322865,18.6,3.5,323.3,4.9850845,16,gps,0.74,0.97,1.22,,,,ON_BICYCLE,89.0,
2017-09-08T15:09:27.000Z,60.400385,5.322442,18.7,3.1,328.81,4.512055,16,gps,0.74,0.97,1.22,,,,,89.0,
2017-09-08T15:09:38.000Z,60.400852,5.322360,18.6,3.2,7.76,4.72515,17,gps,0.69,0.91,1.14,,,,,89.0,
2017-09-08T15:09:49.000Z,60.401270,5.322857,21.1,3.4,43.96,6.5776353,17,gps,0.69,0.91,1.14,,,,,89.0,
2017-09-08T15:10:00.000Z,60.401923,5.323500,20.1,3.6,3.94,6.9569855,16,gps,0.71,0.98,1.21,,,,,89.0,
2017-09-08T15:10:11.000Z,60.402637,5.322890,21.7,3.4,324.71,7.0810337,16,gps,0.71,0.98,1.21,,,,,89.0,
2017-09-08T15:10:22.000Z,60.403255,5.322032,22.1,3.1,327.38,7.7409077,16,gps,0.71,0.70,1.00,,,,,89.0,
2017-09-08T15:10:33.000Z,60.403905,5.321075,16.2,3.0,344.78,8.361663,16,gps,0.72,0.91,1.16,,,,,89.0,
2017-09-08T15:10:44.000Z,60.404655,5.321737,12.5,3.0,53.84,8.640642,16,gps,0.72,0.91,1.16,,,,,89.0,
2017-09-08T15:10:55.000Z,60.405103,5.323330,9.7,3.0,58.09,8.841384,16,gps,0.74,0.94,1.19,,,,,89.0,
2017-09-08T15:11:06.000Z,60.405813,5.324265,6.5,3.4,22.32,8.9144745,17,gps,0.68,0.91,1.14,,,,ON_BICYCLE,89.0,
2017-09-08T15:11:17.000Z,60.406672,5.324453,2.4,3.3,352.76,9.258823,17,gps,0.68,0.91,1.14,,,,,89.0,
2017-09-08T15:11:28.000Z,60.407638,5.323890,-1.8,4.5,341.34,11.115941,17,gps,0.68,0.91,1.14,,,,,89.0,
2017-09-08T15:11:39.000Z,60.408600,5.323433,-3.0,4.0,354.63,9.0735235,17,gps,0.68,0.91,1.14,,,,,89.0,
2017-09-08T15:11:50.000Z,60.409297,5.322935,-1.4,3.7,322.0,6.079899,16,gps,0.72,0.70,1.00,,,,,89.0,
2017-09-08T15:12:01.000Z,60.409323,5.322652,-3.5,1.1,287.14,0.0,16,gps,0.72,0.70,1.00,,,,,89.0,
2017-09-08T15:12:14.000Z,60.409238,5.322528,-3.2,2.2,199.82,3.6957057,17,gps,0.68,0.67,0.96,,,,,89.0,
2017-09-08T15:12:25.000Z,60.408562,5.322407,-0.8,3.0,186.22,8.213937,17,gps,0.68,0.91,1.14,,,,,89.0,
2017-09-08T15:12:36.000Z,60.407735,5.322322,2.1,3.1,184.85,7.7702465,17,gps,,,,,,,,89.0,
2017-09-08T15:12:47.000Z,60.407005,5.322380,4.2,3.0,161.5,7.1664777,17,gps,0.68,0.91,1.14,,,,,89.0,
2017-09-08T15:12:58.000Z,60.406710,5.322657,5.6,2.8,142.66,4.8414774,17,gps,0.68,0.91,1.14,,,,,89.0,
2017-09-08T15:13:09.000Z,60.406170,5.323395,11.3,3.0,148.03,7.159786,17,gps,0.68,0.91,1.14,,,,,89.0,
2017-09-08T15:13:20.000Z,60.405478,5.323512,18.9,3.1,203.51,7.4217796,16,gps,0.70,0.69,0.98,,,,,89.0,
2017-09-08T15:13:31.000Z,60.404970,5.322240,16.5,3.2,241.54,7.7285542,13,gps,1.12,2.28,2.54,,,,,89.0,
2017-09-08T15:13:42.000Z,60.404467,5.321073,18.2,3.1,214.91,7.411485,14,gps,0.83,0.78,1.14,,,,ON_BICYCLE,89.0,
2017-09-08T15:13:53.000Z,60.403720,5.321000,18.3,3.3,160.02,8.107389,17,gps,0.68,0.91,1.14,,,,,89.0,
2017-09-08T15:14:04.000Z,60.402933,5.321482,15.9,3.6,176.05,7.527298,17,gps,,,,,,,,89.0,
